row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TRINITY_DN210640_c6_g1,119.44673522742733,-1.687456896213188,0.43129226552808025,-3.9125600690915294,9.132281211604834e-5,0.03962313769787968
TRINITY_DN210694_c5_g2,1773.5714473035841,-1.2443746654405714,0.17830140214611295,-6.979051485085022,2.9717956690880386e-12,6.3976914600050875e-9
TRINITY_DN210715_c9_g2,638.2824540339876,-1.0368474838473412,0.2587848956530084,-4.006599694433471,6.159913163770798e-5,0.02851677872783355
TRINITY_DN210752_c5_g1,99.48728808146248,-1.1855523908460546,0.3046719835921139,-3.8912419083247185,9.973243752334317e-5,0.04266111865799006
TRINITY_DN210879_c6_g1,1142.8872737660458,-1.8805628576517552,0.25006320744355504,-7.520350062198739,5.4629771614114135e-14,1.4945908829452255e-10
TRINITY_DN210890_c4_g6,10.455021121745396,-6.85061851371842,1.6334398141239106,-4.193982817415727,2.740987536761309e-5,0.014572843089677403
TRINITY_DN210891_c4_g1,356.38125798610594,-1.2035056034030598,0.24342827201448025,-4.943984498774529,7.654179238013994e-7,5.994957087764825e-4
TRINITY_DN210935_c3_g1,170.60238215052462,-1.0262362542554921,0.26098498347580523,-3.932165906973073,8.418393161726456e-5,0.03690812566755651
TRINITY_DN210948_c0_g1,199.48355270365755,-1.4671364138377534,0.3571204993648003,-4.108239141822734,3.986871724832688e-5,0.019907223641701652
TRINITY_DN211105_c0_g2,151.44690073160612,-1.3129385753960479,0.26323945526385323,-4.9876207731855695,6.112740701528613e-7,4.924731421260362e-4
TRINITY_DN211114_c6_g1,375.6007540457887,-1.0493398413297617,0.2687652043003966,-3.9042994574436185,9.449871365844868e-5,0.040731943904839626
TRINITY_DN211142_c6_g1,333.0974039659282,-1.6673686547495095,0.26253671771924614,-6.350992231618341,2.139305137286613e-10,3.497124770957867e-7
